id,Smiles
1436,COc1cc(/C=C/C(=O)/C=C(O)/C=C/c2ccc(OC(C)C(N)=O)c(OC)c2)ccc1OC(C)C(N)=O
1437,Cc1nn(C2CC2)c2c1[C@@H](c1ccc(Cl)cc1)N(c1cc(C)c3nnc(C)n3c1)C2=O
1438,CN(C)c1ccc(/C=C/c2cc[n+](C)c3ccccc23)cc1.[O-][Cl+3]([O-])([O-])[O-]
1439,Cn1cc(-c2cc(C(=O)Nc3nccs3)ccc2Oc2ccccc2)c2cc[nH]c2c1=O
1440,CCS(=O)(=O)Nc1ccc(Oc2ccc(F)cc2F)c(-c2cn(C)c(=O)c3[nH]cc(CN4CCN(C)CC4)c23)c1
1441,O=C(NO)C1c2ccccc2Oc2ccccc21
1442,CCC1CN(Cc2cccc(C)c2)c2ccccc2N1C(C)=O
1443,CCCCCCCCn1c2c(c3cc(-c4cccc(C)c4)ccc31)CNCC2
1444,CCCCNC(=O)NNC(=O)c1nc(-c2ccc(C(C)(C)C)cc2)no1
1445,O=c1c2c3c(sc2ncn1Cc1cccc2cccnc12)CC(NCc1ccccn1)CC3
1446,O=C(NCCS)c1cc(-c2ccc(F)cc2)on1
1447,Nc1ccccc1NC(=O)CCCCCNC(=O)c1cc2cccc(F)c2[nH]1
1448,O=C(CCCCCCC(=S)NO)Nc1ccccc1
1449,O=C(CCN1CCc2ccccc2C1c1cccc2ccccc12)NO
1450,CCC1(O)C(=O)Nc2ccc(-c3c(C)noc3C)cc21
1451,CCCCC(=O)OCC(=O)C1(O)Cc2c(O)c3c(c(O)c2C(OC2CC(NC(=O)C(F)(F)F)C(O)C(C)O2)C1)C(=O)c1c(OC)cccc1C3=O
1452,O=C(NO)c1cccc(Cn2c(=O)n(CCc3ccccc3)c(=O)c3ccccc32)c1
1453,C=C1C(=O)OCC1C(O)c1cn(Cc2ncccn2)c2ccc(Cl)cc12
1454,O=C(N/N=C/c1ccc(F)cc1)c1cc(-c2ccco2)nc2ccccc12
1455,CN(c1ccc(Br)cc1)S(=O)(=O)c1cccc(C(=O)Nc2ccc(O)cn2)c1
1456,Nc1ccccc1NC(=O)c1ccc2nc(N3CCNCC3)ccc2c1
1457,COc1ccc(S(=O)(=O)Nc2cc3c(cc2Oc2ccccc2)n(C)c(=O)n3C)cc1OC
1458,NC(=O)c1ccc(C(=O)Nc2cccc(COc3cncc(C(N)=O)c3)c2)cc1
1459,Cc1ccc(C(=O)N/N=C/c2cc(Br)c(O)c(Br)c2O)cc1
1460,O=C(/C=C/c1ccc(C(F)(F)F)cc1)NO
1461,CN1C(=O)/C(=C/c2ccncc2)C(=O)NC1=S
1462,O=C(c1ccc(Cl)cc1)c1cc2c(ccc3ccccc32)oc1=O
1463,COc1cccc(C(=O)Nc2cc3c(cc2C)n(C)c(=O)n3C)c1
1464,CN1CC(CO)CC1=O
1465,CNCCN1CCC(c2cc(C)c3nc(-c4ccccc4OC)[nH]c3c2)CC1
1466,Nc1ccc(-c2ccccc2)cc1NC(=O)CCCCCCNC(=O)c1cccnc1
1467,COc1cc(C)ccc1COc1ccnn1-c1cc(C(=O)O)ccn1
1468,O=C(O)c1ccnc(-n2nccc2OCC2CCC(F)(F)CC2)c1
1469,CN(C(=O)c1cccc(S(=O)(=O)N(C)c2ccc(Br)cc2)c1)c1ccc(C(F)(F)F)cc1
1470,CN1C[C@H](Nc2cnn(C)c(=O)c2Br)C[C@H](c2ccccc2)C1
1471,Cn1c(=O)n(C)c2cc(N3CCCCC3)c(NC(=O)C(C)(C)C)cc21
1472,O=S(=O)(O)c1cc(O)c2cc(Nc3ccccc3)ccc2c1
1473,Cn1cc(N2C(=O)c3n[nH]cc3C2c2ccc(Cl)cc2)cc(Cl)c1=O
1474,COC(=O)[C@H](CO)NC(=O)[C@H](CCCCNC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)c1ccccc1
1475,O=c1c2c3c(sc2ncn1Cc1cccc2cccnc12)CC(Nc1ccc2c(c1)OCO2)CC3
1476,O=C(CCCCCCNC(=O)c1ccc(C(O)(c2ccccn2)c2ccccn2)cc1)NO
1477,CCCc1cn(CCOc2ccc(OC3CCNCC3)cc2)c(-c2cc3sccc3n2C)n1
1478,O=C(NO)c1cnc(NC2(c3cccc(OC(F)(F)F)c3)CC2)nc1
1479,COc1cc(NC(=O)NOCCCCCC(=O)NO)c2ncccc2c1
1480,COc1ccc2[nH]c(C)c(CC(=O)N[C@@H](CCCCCC(C)=O)C(=O)Nc3ccc(Cl)cc3)c2c1
1481,C/C=C/C(=O)Nc1ccc(OCc2cccc(NC(=O)CSc3nc(C)cc(C)n3)c2)cc1
1482,Cl.N[C@H]1C[C@@H]1c1ccc(NC(=O)CCCCCNC(=O)c2ccc(O)c3ncccc23)cc1
1483,Cc1ccc(C(=O)CNc2ccc(Cl)cc2)cc1
1484,CCc1c(C(=O)Nc2cccc(C(=O)N(CC)CC)c2)[nH]c(C)c1C(C)=O
1485,Cc1cc(C)c(CNC(=O)c2cc(Br)nc3c2cnn3C2CCNCC2)c(=O)[nH]1
1486,N[C@H]1CC[C@@H](CCNC(=O)Nc2ccc3nnsc3c2)CC1
1487,CC(C)c1c(NCc2ccccc2N2CCN(C)CC2)cnn(C)c1=O
1488,CC(C)(C)OC(=O)Nc1cccc(-c2cc(C(=O)NCCCCCCC(=O)NO)no2)c1
1489,O=C(c1ccc(C(=O)N2CCCC(N3CCCC3)CC2)cc1)N1CCCC(N2CCCC2)CC1
1490,C[Si](O)(O)CCCCCCC(=O)Nc1ccccc1
1491,Cc1noc(C)c1-c1cc(C(O)(c2ccccn2)c2ccccn2)c2nc(C3CC3)[nH]c2c1
1492,COC(=O)[C@H](Cc1cn(C(c2ccccc2)(c2ccccc2)c2ccccc2)cn1)NCc1ccccn1
1493,O=C(CCCCCC(O)C(=O)Nc1ccccc1)NO
1494,N#Cc1cnn2c1nc(O)c1cccnc12
1495,CC(CCCCC(=O)NO)Nc1c(Nc2ccccc2)c(=O)c1=O
1496,Cc1noc(C)c1-c1ccc2nc(-n3cc(CCO)cn3)nc(NCc3cccc(Cl)c3)c2c1
1497,CN1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccc(-c3cccc(C(F)(F)F)c3)cc2)CC1
1498,Cl.Cl.S=C(NCCCNCCCCCCNCCCNC(=S)NC(c1ccccc1)c1ccccc1)NC(c1ccccc1)c1ccccc1
1499,Cl.NCC(O)c1cc(O)c(O)cc1F
1500,CN(C)S(=O)(=O)Nc1cccc(-c2cn(C)c(=O)c3ccccc23)c1
1501,Cc1noc(C)c1-c1ccc2c(c1)C(O)(c1ccc(F)cc1)C(=O)N2
1502,CC(C)Cc1sc(-c2nccs2)nc1C(=O)Nc1ccc(C(=O)NO)cc1
1503,CC(C)(C)C(=O)NCCC1CCN(c2ccnc3cc(C(N)=O)sc23)CC1
1504,O=c1[nH]cnc2c(-c3cscn3)nccc12
1505,FC(F)(F)Cc1cc2c(N[C@H]3CC[C@@H](N[C@@H]4C[C@H]4c4ccccc4)CC3)ncnc2s1
1506,CCCCC(=O)CCCCC[C@H](NC(=O)C1CCN(C)CC1)c1ncc(-c2ccc3ccccc3c2)[nH]1
1507,c1ccc(COc2ccc(-c3cn4c(n3)CCC4)cc2)cc1
1508,Cc1cc(C)c(CNC(=O)c2cc(-c3ccc(N4CCNCC4)nc3)cc3c2c(C)cn3C(C)C)c(=O)[nH]1
1509,CCN(c1cc(/C=C/c2ccc(N3CCOCC3)nc2)cc(C(=O)NCc2c3c(c(C)[nH]c2=O)CCCC3)c1C)C1CCOCC1
1510,C[C@H](c1ccccc1)N1CCC[C@@H](CNCc2cc(C(=O)O)ccn2)C1=O
1511,CNCC(O)CN1CCCc2c(Br)cccc2C1
1512,Cn1cc(-c2cc(S(C)(=O)=O)ccc2Oc2cccc(C#N)c2)c2cc[nH]c2c1=O
1513,O=C(CCCCCCC(=O)Nc1ccc(-c2ccccc2NC(=O)[C@@H]2CCCN2)cc1)NO
1514,O=C(O)c1ccnc(-n2nccc2OCC2CC(F)(F)C2)c1
1515,Cc1noc2c1-c1ccccc1NCC2
1516,COCCNC1CCc2c(sc3ncn(Cc4ccc5ccccc5c4)c(=O)c23)C1
1517,Oc1ccc(/C=N/c2ccc(/N=C/c3ccc(O)cc3)c3ccccc23)cc1
1518,CCOC(c1ccc(C(=O)NCCCCCCC(=O)NO)cc1)(c1ccccn1)c1ccccn1
1519,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C.O=C(O)CC(O)C(=O)O
1520,Cc1cn(CCn2cnc(-c3ccncc3)c2-c2ccc(C#N)cc2)nn1
1521,CCn1cc(-c2ccc(C(=O)N3CCNCC3)c(Cl)c2)n2cncc2c1=O
1522,Nc1ccccc1NC(=O)/C=C/c1ccc(NS(=O)(=O)c2ccc(-c3ccccc3)cc2)cc1
1523,CC(C)(C)OC(=O)N[C@@H](CCCCCS)C(=O)NC1CCCCC1
1524,Cn1cnc2ccc(-c3ccnc(NCC(O)CN4CCc5ccccc5C4)c3)cc21
1525,CC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(C#N)cc2)cc1
1526,O=C(NO)c1ccc(OC2CCN(c3ccccc3)C2=O)cc1
1527,CN(C(=O)c1ccccc1)c1cccc(Nc2ccccc2C(N)=O)c1
1528,CC1(C)C=C2C(=NN(c3ccccc3)C(N)=C2C#N)CO1
1529,CC(C)CCc1c(OCCCCCCCC(=O)NO)ccc(CCC(=O)NO)c1O
1530,O=C1c2ccccc2C(=O)N1[Se]c1ccccc1
1531,O=C(N/N=C/c1ccc(O)cc1O)c1ccc(-c2ccccc2)cc1
1532,Cc1ccc(NC(=O)CN(C)C(=O)c2cccc(-n3cccc3)c2)cc1
1533,CCN(CC)S(=O)(=O)c1ccc([C@H]2CC(=O)N(C)C2)c(-c2ccc(OC)c(OC)c2)c1
1534,O=C1COc2ccccc2N1Cc1noc(-c2ccc(C(=O)C(F)(F)F)s2)n1
1535,CCN(c1cc(S(=O)(=O)CC)cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)[C@H]1CC[C@H](N(C)C)CC1
1536,O=C(CCCCCC(=O)N(CC(=O)Nc1ccccc1)CC(=O)Nc1cccc2cccnc12)NO
1537,COC(=O)[C@H](CO)NC(=O)[C@H](CCCCN(C)C1CNC1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)c1ccccc1
1538,Cc1ccc(-c2cc(NC3CCN(C)CC3)c3cc(O)c(OCCCN4CCCC4)cc3n2)o1
1539,CCN(c1cc(Cl)cc(C(=O)NCc2c(C(F)(F)F)cc(C)[nH]c2=O)c1C)C1CCOCC1
1540,COc1ccc(N(C)c2nc(NCCCCCN3CCCC3)c3cc(OC)c(OC)cc3n2)cc1
1541,Cc1ccc(CN[C@H]2CC[C@H](CS(=O)(=O)N3CCC(NC(=O)c4cc(C5CC5)on4)CC3)CC2)cc1
1542,Cn1c(=O)ccc2cc(NS(=O)(=O)c3cccc(C#N)c3)ccc21
1543,Cc1cc(C)c(CNC(=O)c2ccc3cnn(C4CCCC4)c3c2C)c(=O)[nH]1
1544,CNc1nc(-c2nc3cnc(N4CCOCC4)cc3n2[C@@H](C)COC)cn2c(C)nnc12
1545,Cc1cc(C)c(CNC(=O)c2cc(-c3cnn(CCN4CCOCC4)c3)cc(N(C)C3CCNCC3)c2C)c(=O)[nH]1
1546,CC(C)c1c[nH]c(-c2cc3sccc3n2C)n1
1547,COc1ccc(Cn2c(C)nc3ccc(-c4c(C)noc4C)cc32)cc1
1548,CCC(Sc1nc(C)cc(C)n1)C(=O)Nc1ncc(Cc2cccc3ccccc23)s1
1549,Nc1ccccc1NC(=O)CCCCCNC(=O)c1cc2cc(Cl)ccc2[nH]1
1550,CC(=O)N1CCc2c(c(-c3cc(Cl)cc4ccncc34)nn2C2CCOCC2)C1
1551,Cc1noc2c1-c1ccc(-c3cnn(C)c3)cc1N(c1ccc(C#N)cc1)CC2CC(N)=O
1552,CCc1cn(CCCc2ccc(OCC3CCNCC3)cc2)c(-c2cc3sccc3n2C)n1
1553,O=C(CCCCCCC(=O)Nc1ccc(C2=C(c3ccc(O)cc3)C3CC(S(=O)(=O)Oc4ccc5ccccc5c4)C2O3)cc1)NO
1554,CN1CCn2nc(CNC(=O)[C@@H](N)CCSC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)cc2C1
1555,Cc1noc(C)c1-c1nc2sc3c(c2c(=O)[nH]1)CCN(CCCC(=O)NO)C3
1556,O=C(/C=C/c1cccnc1)NC1CCc2ccc(C(=O)NO)cc2C1
1557,CCOc1cc(=O)n(C)cc1-c1cc(NC(=O)CCS(=O)(=O)c2ccccc2)ccc1Oc1ccc(F)cc1F
1558,CN(c1ccc([S+](C)[O-])cc1)S(=O)(=O)c1cccc(C(=O)Nc2ccc(C#N)cc2)c1
1559,Cc1cc2cccc(NC3CCNCC3)c2[nH]c1=O
1560,CCCCCCCCNC(=S)NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)Nc1ccccc1
1561,Cc1ccc(CNS(=O)(=O)c2ccc(/C=C/c3nc4ccccc4s3)cc2)cc1
1562,Cn1c(CN[C@H]2C[C@@H]2c2ccccc2)cc2ccccc21
1563,COc1ccccc1S(=O)(=O)Nc1ccc2c3c(cc(-c4ccoc4)cc13)C(=O)N2C
1564,O=C(CS)NCCCCCn1ccc2cc(Cl)c(Cl)cc21
1565,CCCCc1[nH]nc2oc(=O)c3ccccc3c12
1566,N#Cc1ccc(CS(=O)(=O)c2cccc(C(=O)Nc3ccc(C#N)cn3)c2)cc1
1567,COc1cc(N(C)Cc2ccc(/C=C/C(=O)Nc3ccccc3N)cc2)cc(OC)c1OC
1568,N/C(=N\O)c1cccc(/C=C/c2ccnc(-c3cc(F)ccc3O)c2)c1
1569,C/C=C/Cn1cc(-c2ccc(C(=O)N3CCCC3)c(Cl)c2)n2cncc2c1=O
1570,O=C1CNC(=O)[C@H](CCCCNC(=S)CNC(=O)c2ccccc2Nc2cccc(OCCc3ccccc3)c2)N1
1571,Nc1ccccc1NC(=O)c1ccc(N2CCN(C(=O)OCc3ccccc3)C3CCC32)nc1
1572,O=C(NC(Cc1ccccc1)C(=O)N1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1)c1ccc(OC(F)F)cc1
1573,O=C(NO)c1cnc(NC2(c3ccccc3)CCCC2)nc1
1574,NC(=O)c1ccccc1Nc1cccc(OCCc2ccc(C(F)(F)F)cc2)c1
1575,COc1ccccc1CNC(=O)c1cc(C(F)(F)F)nn1-c1csc(CNC(=O)[C@H](C)N)c1
1576,CC(=O)c1cn(C)c(=O)c2ccc(-c3ncco3)cc12
1577,COc1cc2c(NC3CCN(C)CC3)cc(-c3ccc(C)s3)nc2cc1OCCCN1CCCC1
1578,CN(C)c1ncc(-c2cccc(OCC(O)CN3CCc4ccccc4C3)c2)cn1
1579,CC(C)Oc1cc2c(cc1NC(=O)c1ccccc1)n(C)c(=O)n2C
1580,Cc1cc(N2C(=O)c3c(cnn3C(C)C)C2c2ccc(Cl)cc2)cn(C)c1=O
1581,O=c1[nH]c(-c2ccccc2)c(Cc2c(O)ccc3ccccc23)c(=O)[nH]1
1582,CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=S)N1c1ccc(/C=C/C(=O)Nc2ccccc2N)c(F)c1
1583,Cc1noc(C)c1-c1ccc2c(c1)C(c1ccccc1)(N1CCCCC1)C(=O)N2
1584,O=C(N[C@@H](CCCCNC1CC1c1ccccc1)C(=O)NCc1ccccc1)c1ccc(-c2ccccc2)cc1
1585,Cc1c2ccncc2cc2c1[nH]c1ccccc12
1586,Cc1ccc2[nH]c(C(=O)NCc3ccc(C(=O)Nc4ccccc4N)cc3)cc2c1
1587,COc1ccc(-c2ccc(/C=C/C(=O)NO)cc2)cc1C12CC3CC(CC(C3)C1)C2
1588,Cl.N[C@H]1[C@H]2Cc3cc(-c4ccccc4)ccc3[C@@H]12
1589,CCN1CCc2c(c3ccccc3n2Cc2ccc(C(=O)NO)cc2)C1
1590,O=C(Cc1ccccc1)Nc1ccc(C(=O)NO)nc1
1591,CCCCN(C)CCCCCCC(=O)N(O)CCC(=O)O
1592,CCC(CC)(NC(=O)C(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NC1(C(=O)NC(c2ccc(F)cc2)c2ccc(F)cc2)CCCC1
1593,Cc1noc(C)c1-c1cc(O)cc(C(O)c2ccccc2)c1
1594,Cc1cc(-c2ccc(C(N)=O)cc2)cn(C)c1=O
1595,O=C(COc1cccc(F)c1)NCC(O)CN1CCc2ccccc2C1
1596,COc1cccc(N[C@@H]2C[C@H](C)N(C(C)=O)c3ccc(-c4ccc(C#N)cc4)cc32)c1
1597,NC1CCC(N[C@H]2C[C@@H]2c2ccc(C3CC3)cc2)CC1
1598,O=C(CNS(=O)(=O)c1ccccc1)OCC(=O)c1ccc(OC(=O)c2ccccc2)cc1
1599,CNCCN1CCC(COC(=O)c2ccccc2)CC1
1600,O=C(/C=C/c1ccc(CNCCc2cnn3ccccc23)cc1)NO
1601,COc1ccc2ccccc2c1Cn1cnc2sc3c(c2c1=O)CCC(NCc1ccccc1)C3
1602,O=c1[nH]c(-c2ccc(Cl)c(S(=O)(=O)NC3CCCC3)c2)cs1
1603,CCN(c1cc(-c2ccc(CN3CC(F)C3)cc2)cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)C1CCOCC1
1604,Cn1cc(-c2cc(S(C)(=O)=O)ccc2Oc2cccc3nsnc23)c2cc[nH]c2c1=O
1605,O=C(CCC1C(=O)N(c2ccc(Cl)cc2)C(=O)N1Cc1ccccc1)Nc1ccc(C(=O)NO)cc1
1606,O=C(O)CCNc1nc(N2CCc3ccccc3C2)cc(-n2cccn2)n1
1607,COc1ccc(S(=O)(=O)Nc2cc(SCC(=O)O)c(O)c3ccccc23)cc1
1608,CC(=O)NCCCC[C@H](NC(=O)[C@H](CCCCNC(=O)CCCCCSc1nc2ccccc2s1)NC(=O)[C@H](CCCCNC(C)=O)NC(C)=O)C(N)=O
1609,CCCCCCCCCCNC(=S)NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)Nc1ccccc1
1610,CCCOc1ccc(CCc2nc3cc(-c4c(C)noc4C)ccc3n2CCN2CCOCC2)cc1
1611,C[C@@H]1Nc2ccccc2NC1=O
1612,CC#CCc1c(-c2ccccc2)[nH]c2c(C#N)cnn2c1=O
1613,O=C(NO)c1ccc(NC(=O)C2(c3ccc4c(c3)OCO4)CCCCC2)cc1
1614,O=c1nc2n(c3ccccc13)CC/C2=C\N1CCCC1
1615,CCc1nnc(NC(=O)C2(C)COC(c3ccccc3)OC2)s1
1616,Cl.N[C@]1(c2ccccc2)C[C@H]1c1ccccc1
1617,C=C1C(=O)OCC1C(O)c1cn(Cc2ccc(Cl)cc2)c2cc(Cl)ccc12
1618,CS(=O)(=O)c1ccc(N[C@H](c2ccccn2)c2cccc(Cl)c2F)c(Nc2ncccn2)c1
1619,Cc1cc(C)nc(SCC(=O)Nc2cccc(COc3cccc(NC(=O)c4cnn(C)c4)c3)c2)n1
1620,O=C(NCC(=O)N1CCCC1)Nc1cc2ccncc2cc1F
1621,CCOC(=O)c1c(C)[nH]c2c1-c1ccccc1C(=O)C2=O
1622,COC(=O)c1ccc(S(=O)(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCC[N+](C)(C)C)C(=O)N[C@@H](CO)C(N)=O)cc1
1623,COc1ccccc1NC(=O)CC(=N)NO
1624,C=C[C@@H](C)c1c(NCc2ccccc2N2CCN(C)CC2)cnn(C)c1=O
1625,Cn1cc2c3c(c[nH]c(=O)c31)-c1cc(CS(C)(=O)=O)ccc1N(c1ccc(F)cc1)C2
1626,O=C(CCCCCNC(=S)CS)Nc1ccccc1
1627,Cc1noc(C)c1-c1cc(S(=O)(=O)NC2CCCC2)c2nc(Cc3ccccc3)[nH]c2c1
1628,Oc1ccc(Cn2nnc3ccccc32)c2cccnc12
1629,C#Cc1ccc(CNC(=O)O[C@H]2C[C@@H](C)C=C3C=C[C@H](C)[C@H](CC[C@@H]4C[C@@H](O[Si](C)(C)C(C)(C)C)CC(=O)O4)[C@H]32)cc1
1630,COc1cc(C)[nH]c(=O)c1CN1CCc2c(Cl)cc(C(OC)C3(C)COC3)c(Cl)c2C1=O
1631,O=C1C(=Cc2ccc(O)c(O)c2)C(=O)N(Cc2ccccc2)C(=O)N1Cc1ccccc1
1632,O=C(NC1CCN(Cc2ccccc2)CC1)c1ccccc1Nc1cccc(OCCc2ccccc2)c1
1633,Nc1ccccc1NC(=O)CCCCCNC(=O)c1ccccc1-c1ccccc1
1634,O=C(NO)c1ccc(NC(=O)C2(c3ccccc3)CCCC2)cc1
1635,Cc1noc(C)c1-c1ccc2ncn(Cc3cccc(F)c3)c2c1
1636,CC(=O)NCCCC[C@H](NC(C)=O)C(=O)N[C@@H](CCCCNC(C)=S)C(=O)N[C@@H](Cc1csc2ccccc12)C(N)=O
1637,CCOc1ccc(NC(=O)c2cnsn2)cc1
1638,CCSCC(C(=O)c1ccc(OC)cc1)n1cnc2ccccc21
1639,C=C[C@H](C)c1c(NCc2ccccc2N2CCN(C)CC2)cnn(C)c1=O
1640,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)NCc2ccccc2)[C@@H](O)[C@H]1O
1641,Cc1cc(C(=O)N(C)C)cc(C2CCN(C(=O)c3cc(C(C)C)n[nH]3)C2)n1
1642,COc1cc2nc(N(C)C3CCCCC3)nc(NC3CCN(C)CC3)c2cc1OC
1643,O=C(NCCCCCS)c1cc(-c2ccc(F)cc2)on1
1644,CCCc1cc(C)[nH]c(=O)c1CNC(=O)c1cc(-c2ccc(N3CCN(C(C)C)CC3)nc2)cc2c1cnn2C1CCCC1
1645,CC(C)Cc1nc2cc(/C=C/C(=O)NO)ccc2n1Cc1ccccc1
1646,O=C(O)c1ccc(Nc2nc(Cl)nc(Cl)n2)cc1
1647,C/N=C(\NC)NCCCNCCCNCCCN/C(=N/C)NC
1648,CC/C(=C\c1ccccc1)[C@@H]1C[C@H]1NC1CC2(CCN(CCO)CC2)C1
1649,O=C(N[C@@H](CCCCCCSSc1ccccn1)C(=O)Nc1cccc2ccccc12)OCc1ccccc1
1650,CCCCNC(=O)c1cccc(C(=O)N/N=C2\CCc3cccc(O)c32)c1
1651,CNCCN1CCC(OCc2ccccc2C(F)(F)F)CC1
1652,COc1ccc(OC)c(NS(=O)(=O)c2ccc(C(=O)N/N=C3\CCc4c(Cl)ccc(O)c43)cc2)c1
1653,CN(C)S(=O)(=O)c1ccccc1OCC(=O)NCC(O)CN1Cc2ccccc2C1
1654,CC(C)[C@@H](C(=O)Nc1ccc(C(=O)Nc2ccc(F)cc2N)cn1)c1ccccc1
1655,CCn1c(CCNC(=O)COc2ccccc2)nc2cc(/C=C/C(=O)NO)ccc21
1656,CNCCN1CCC(c2cc(C)c3[nH]c(-c4ccccc4)nc3c2)CC1
1657,CC(C)C[C@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@H](CCCCN)NC(=O)CNC(=O)CNC(=O)[C@@H](NC(=O)[C@H](CO)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCCNC1CC1c1ccccc1)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](C)N)[C@H](C)O)[C@H](C)O)[C@H](C)O)C(=O)N[C@@H](C)C(=O)O
1658,O=C(CCCCCCC(=O)Nc1cccc(-c2cn(-c3ccc(I)cc3)nn2)c1)NO
1659,CC(C)[C@@H](C(=O)Nc1ccc(C(=O)Nc2ccccc2N)cc1)c1ccccc1
1660,O=C(COc1ccc(C[C@H](NC(=O)OCc2ccccc2)C(=O)Nc2ccccc2)cc1)NO
1661,COc1ccc(-c2ccc(C(=O)CCCCCCC(=O)Nc3ccccc3N)cc2)cc1OC
1662,CN(CCc1cnn(-c2cc(C(=O)O)ccn2)c1)Cc1ccc(F)cc1
1663,Cc1ccc2[nH]nc(C(=O)NCCCCCC(=O)Nc3ccccc3N)c2c1
1664,COc1ccc(-c2cc(-c3ccoc3)c(C(=O)NCc3ccc(C(=O)NO)cc3)[nH]2)cc1
1665,COc1ccc(OCc2nc3cc(-c4c(C)noc4C)ccc3n2CCN2CCOCC2)cc1
1666,Cc1cnc(-c2ccc(C(C(=O)NO)c3ccccc3F)cc2)nc1
1667,CCCOC(=O)N1CCN(C(=O)c2ccc3c(Cl)c4c(nc3c2)CCCC4)[C@H](C)C1
1668,CCS(=O)(=O)Nc1cc(-c2cn(C)c3c(=O)[nH]ccc23)cc2c1ccn2C(c1ccccc1)c1ccccc1
1669,Cc1cc2cccc(NCCN(C)C)c2[nH]c1=O
1670,O=C(NO)C(c1ccc(-c2nccc(C(F)(F)F)n2)cc1)c1ccccc1F
1671,O=C(N[C@@H](CCCCN[C@@H]1C[C@H]1c1ccccc1)C(=O)NCc1cccc(Cl)c1)c1ccc(-c2ccccc2)cc1
1672,CN1CCC(c2ccccc2OCC(=O)NCC(O)CN2CCc3ccccc3C2)CC1
1673,CCN1C(=O)c2cccc3c(S(=O)(=O)N4CCC[C@@H]4C(=O)Nc4ccccc4C)ccc1c23
1674,O=C(/C=C/c1ccc(CCNC(=O)c2ccc3[nH]cnc3c2)cc1)NO
1675,Cc1nnc2c(NC(C)C)nc(-c3nc4cnc(N5CCOC[C@@H]5C)cc4n3C(C)CC(F)(F)F)cn12
1676,O=C1CC(c2ccc(F)cc2)c2c(ccc3ccccc23)N1
1677,CC(C)(C)CC(=O)O/N=C(\N)c1ccccn1
1678,O=C1c2ccccc2C(=O)c2ccccc21
1679,Cc1cc(C)nc(SCC(=O)Nc2ncc(Cc3cccc4cc(Cl)ccc34)s2)n1
1680,CS(=O)(=O)c1ccccc1-c1ccc(NC(=O)c2cc(C(F)(F)F)nn2-c2cccc(CNC(=O)C(N)C(F)(F)F)c2)c(F)c1
1681,CC[C@@H](NC(=O)c1cccc2c1N[C@H](C)CC(=O)N2)c1cnco1
1682,OC(COc1cccc(-c2ccc3cn[nH]c3c2)c1)CN1CCc2ccccc2C1
1683,Cc1cc(O)nc(SCC(=O)C(C)(C)C)n1
1684,CCC(C)NC(=O)c1c(N)n(CCCOC)c2nc3ccccc3nc12
1685,O=C(NCc1cccc(-c2cn3c(n2)CCC3)c1)c1cccnc1
1686,CCCCn1cc(-c2cccc(C(F)(F)F)c2)c2sc(C(=N)NC3CCS(=O)(=O)CC3)cc2c1=O
1687,COc1ccccc1Oc1ccc(C(=O)NC2CC(C)(C)NC(C)(C)C2)cc1
1688,COc1ccc(C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)Nc2ccc(C(=O)Nc3ccc(F)cc3N)cc2)cc1
1689,O=C(O)c1ccc(-c2ccc(/C=C3\NC(=O)N(Cc4ccc(Cl)cc4)C3=O)o2)cc1Cl
1690,Nc1ncnc2c1ncn2[C@@H]1OC(CN(CCNCCc2ccc(Cl)cc2)CC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O
1691,O=C(O)c1ccc2c(c1)nc(NC(=O)c1ccccc1)n2CCCc1ccccc1
